,name,github_id,npm_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,license,labels
0,React,withastro/astro,@astrojs/react,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/react,168864.0,168864.0,39,True,1,,,
1,Preact,withastro/astro,@astrojs/preact,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/preact,24276.0,24276.0,38,True,2,,,
2,Lit,withastro/astro,@astrojs/lit,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/lit,8848.0,8848.0,38,True,2,1.0,,
3,SolidJS,withastro/astro,@astrojs/solid-js,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/solid-js,21771.0,21771.0,38,True,2,,,
4,Svelte,withastro/astro,@astrojs/svelte,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/svelte,40001.0,40001.0,38,True,2,,,
5,Vue,withastro/astro,@astrojs/vue,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/vue,50132.0,50132.0,38,True,2,,,
6,Cloudflare,withastro/astro,@astrojs/cloudflare,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/cloudflare,27413.0,27413.0,38,True,1,,,
7,Netlify,withastro/astro,@astrojs/netlify,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/netlify,15771.0,15771.0,38,True,1,,,
8,Node,withastro/astro,@astrojs/node,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/node,51808.0,51808.0,38,True,1,,,
9,Vercel,withastro/astro,@astrojs/vercel,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/vercel,32646.0,32646.0,38,True,1,,,
10,AlpineJS,withastro/astro,@astrojs/alpinejs,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/alpinejs,5518.0,5518.0,37,True,3,,,
11,Deno,withastro/astro,@astrojs/deno,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-08-31 17:45:22,2023-08-31 17:42:22,6316,732.0,1690.0,167,4937.0,114.0,3028.0,33318.0,2023-08-31 17:44:39,@astrojs/vercel@4.0.2,100.0,The all-in-one web framework designed for speed. Star to support our work!.,56197.0,56197.0,585.0,https://www.npmjs.com/package/@astrojs/deno,3465.0,3465.0,37,True,3,,,
12,Astro SEO,jonasmerlin/astro-seo,,integrations-seo,https://github.com/jonasmerlin/astro-seo,https://github.com/jonasmerlin/astro-seo,2021-08-28 09:35:19,2023-08-27 10:35:12,2023-08-27 10:35:06,236,23.0,35.0,3,47.0,6.0,22.0,527.0,2023-08-27 10:35:44,0.8.0,26.0,Makes it easy to add information that is relevant for SEO to your Astro app.,1943.0,1943.0,23.0,,,,23,True,1,,MIT,
