,name,github_id,npm_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,license,labels
0,React,withastro/astro,@astrojs/react,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-07 15:37:06,2023-12-07 15:34:14,6926,541.0,1904.0,185,5529.0,130.0,3433.0,37549.0,2023-12-06 20:11:04,astro@4.0.3,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",76945.0,76945.0,653.0,https://www.npmjs.com/package/@astrojs/react,297995.0,297995.0,40,True,1,1.0,,
1,Vue,withastro/astro,@astrojs/vue,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-07 15:37:06,2023-12-07 15:34:14,6926,541.0,1904.0,185,5529.0,130.0,3433.0,37549.0,2023-12-06 20:11:04,astro@4.0.3,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",76945.0,76945.0,653.0,https://www.npmjs.com/package/@astrojs/vue,62003.0,62003.0,40,True,1,2.0,,
2,Node,withastro/astro,@astrojs/node,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-07 15:37:06,2023-12-07 15:34:14,6926,541.0,1904.0,185,5529.0,130.0,3433.0,37549.0,2023-12-06 20:11:04,astro@4.0.3,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",76945.0,76945.0,653.0,https://www.npmjs.com/package/@astrojs/node,84427.0,84427.0,40,True,1,1.0,,
3,Preact,withastro/astro,@astrojs/preact,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-07 15:37:06,2023-12-07 15:34:14,6926,541.0,1904.0,185,5529.0,130.0,3433.0,37549.0,2023-12-06 20:11:04,astro@4.0.3,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",76945.0,76945.0,653.0,https://www.npmjs.com/package/@astrojs/preact,25725.0,25725.0,39,True,2,1.0,,
4,Lit,withastro/astro,@astrojs/lit,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-07 15:37:06,2023-12-07 15:34:14,6926,541.0,1904.0,185,5529.0,130.0,3433.0,37549.0,2023-12-06 20:11:04,astro@4.0.3,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",76945.0,76945.0,653.0,https://www.npmjs.com/package/@astrojs/lit,12895.0,12895.0,39,True,2,1.0,,
5,SolidJS,withastro/astro,@astrojs/solid-js,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-07 15:37:06,2023-12-07 15:34:14,6926,541.0,1904.0,185,5529.0,130.0,3433.0,37549.0,2023-12-06 20:11:04,astro@4.0.3,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",76945.0,76945.0,653.0,https://www.npmjs.com/package/@astrojs/solid-js,19340.0,19340.0,39,True,2,,,
6,Svelte,withastro/astro,@astrojs/svelte,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-07 15:37:06,2023-12-07 15:34:14,6926,541.0,1904.0,185,5529.0,130.0,3433.0,37549.0,2023-12-06 20:11:04,astro@4.0.3,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",76945.0,76945.0,653.0,https://www.npmjs.com/package/@astrojs/svelte,57040.0,57040.0,39,True,2,,,
7,Cloudflare,withastro/astro,@astrojs/cloudflare,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-07 15:37:06,2023-12-07 15:34:14,6926,541.0,1904.0,185,5529.0,130.0,3433.0,37549.0,2023-12-06 20:11:04,astro@4.0.3,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",76945.0,76945.0,653.0,https://www.npmjs.com/package/@astrojs/cloudflare,39673.0,39673.0,39,True,2,,,
8,Netlify,withastro/astro,@astrojs/netlify,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-07 15:37:06,2023-12-07 15:34:14,6926,541.0,1904.0,185,5529.0,130.0,3433.0,37549.0,2023-12-06 20:11:04,astro@4.0.3,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",76945.0,76945.0,653.0,https://www.npmjs.com/package/@astrojs/netlify,22619.0,22619.0,39,True,2,,,
9,Vercel,withastro/astro,@astrojs/vercel,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-07 15:37:06,2023-12-07 15:34:14,6926,541.0,1904.0,185,5529.0,130.0,3433.0,37549.0,2023-12-06 20:11:04,astro@4.0.3,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",76945.0,76945.0,653.0,https://www.npmjs.com/package/@astrojs/vercel,49432.0,49432.0,39,True,2,,,
10,AlpineJS,withastro/astro,@astrojs/alpinejs,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-07 15:37:06,2023-12-07 15:34:14,6926,541.0,1904.0,185,5529.0,130.0,3433.0,37549.0,2023-12-06 20:11:04,astro@4.0.3,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",76945.0,76945.0,653.0,https://www.npmjs.com/package/@astrojs/alpinejs,7268.0,7268.0,38,True,3,,,
